集成电路布图设计专有权公告(2020年12月4日),https://www.cnipa.gov.cn/art/2020/12/4/art_164_155419.html
集成电路布图设计专有权公告(2020年12月2日),https://www.cnipa.gov.cn/art/2020/12/2/art_164_155359.html
集成电路布图设计专有权公告(2020年11月25日),https://www.cnipa.gov.cn/art/2020/11/25/art_164_155222.html
集成电路布图设计专有权公告(2020年11月18日),https://www.cnipa.gov.cn/art/2020/11/18/art_164_154967.html
集成电路布图设计专有权公告(2020年11月11日),https://www.cnipa.gov.cn/art/2020/11/11/art_164_154772.html
集成电路布图设计专有权公告(2020年11月4日),https://www.cnipa.gov.cn/art/2020/11/4/art_164_154578.html
集成电路布图设计专有权公告(2020年10月28日),https://www.cnipa.gov.cn/art/2020/10/28/art_164_154328.html
集成电路布图设计专有权公告(2020年10月23日),https://www.cnipa.gov.cn/art/2020/10/23/art_164_153631.html
集成电路布图设计专有权公告(2020年10月21日),https://www.cnipa.gov.cn/art/2020/10/21/art_164_153606.html
集成电路布图设计专有权公告(2020年10月14日),https://www.cnipa.gov.cn/art/2020/10/14/art_164_153289.html
集成电路布图设计专有权公告(2020年10月9日),https://www.cnipa.gov.cn/art/2020/10/9/art_164_153224.html
集成电路布图设计专有权公告(2020年9月30日),https://www.cnipa.gov.cn/art/2020/9/30/art_164_152563.html
集成电路布图设计专有权公告(2020年9月25日),https://www.cnipa.gov.cn/art/2020/9/25/art_164_151407.html
集成电路布图设计专有权公告(2020年9月23日),https://www.cnipa.gov.cn/art/2020/9/23/art_164_151406.html
集成电路布图设计专有权公告(2020年9月16日),https://www.cnipa.gov.cn/art/2020/9/16/art_164_151403.html
集成电路布图设计专有权公告(2020年9月11日),https://www.cnipa.gov.cn/art/2020/9/11/art_164_151402.html
集成电路布图设计专有权公告(2020年9月9日),https://www.cnipa.gov.cn/art/2020/9/9/art_164_151401.html
集成电路布图设计专有权公告(2020年9月4日),https://www.cnipa.gov.cn/art/2020/9/4/art_164_151316.html
